idx,topic,group,perplexity,log_perplexity,token_count,source_file,source_key
323,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,38.46257233316231,3.6496856212615967,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L323
324,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,23.64863230458566,3.1633052825927734,71,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L324
325,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,36.17214186635666,3.588289260864258,49,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L325
326,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,23.55744597890372,3.1594419479370117,74,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L326
327,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,21.405981596041556,3.0636703968048096,79,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L327
328,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,23.939594732388787,3.1755337715148926,72,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L328
329,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,8.578205634739696,2.1492247581481934,83,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L329
330,Should the United States Maintain Its Embargo against Cuba?,Whole Clean Corpus,16.96261040208299,2.8310115337371826,97,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L330
331,Should the Death Penalty Be Legal?,Whole Clean Corpus,48.928281691977446,3.8903555870056152,226,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L331
332,Should the Death Penalty Be Legal?,Whole Clean Corpus,21.566562956378004,3.0711441040039062,316,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L332
333,Should the Death Penalty Be Legal?,Whole Clean Corpus,29.178806759265715,3.3734426498413086,175,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L333
334,Should the Death Penalty Be Legal?,Whole Clean Corpus,35.37697760100034,3.56606125831604,225,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L334
335,Should the Death Penalty Be Legal?,Whole Clean Corpus,51.618854101633765,3.9438869953155518,294,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L335
336,Should the Death Penalty Be Legal?,Whole Clean Corpus,30.08563236062902,3.404047727584839,272,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L336
337,Should the Death Penalty Be Legal?,Whole Clean Corpus,35.84801673254525,3.5792882442474365,149,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L337
338,Should the Death Penalty Be Legal?,Whole Clean Corpus,21.63862812774163,3.0744800567626953,195,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L338
339,Should the Death Penalty Be Legal?,Whole Clean Corpus,42.04753500306191,3.7388007640838623,19,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L339
340,Should the Death Penalty Be Legal?,Whole Clean Corpus,26.722515491752205,3.2855064868927,148,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L340
341,Should the Death Penalty Be Legal?,Whole Clean Corpus,29.661542211823836,3.3898513317108154,113,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L341
342,Should the Death Penalty Be Legal?,Whole Clean Corpus,68.24176675848145,4.223056793212891,80,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L342
343,Should the Death Penalty Be Legal?,Whole Clean Corpus,44.22050623341542,3.7891886234283447,180,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L343
344,Should the Death Penalty Be Legal?,Whole Clean Corpus,28.143770959698138,3.3373260498046875,29,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L344
345,Should the Death Penalty Be Legal?,Whole Clean Corpus,37.31715691313772,3.619453191757202,90,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L345
346,Should the Death Penalty Be Legal?,Whole Clean Corpus,18.328064005084038,2.908433437347412,136,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L346
347,Should the Death Penalty Be Legal?,Whole Clean Corpus,34.4602294364726,3.5398058891296387,40,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L347
348,Should the Death Penalty Be Legal?,Whole Clean Corpus,44.62587537370461,3.798313856124878,79,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L348
349,Should the Death Penalty Be Legal?,Whole Clean Corpus,43.43108306974829,3.7711753845214844,61,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L349
350,Should the Death Penalty Be Legal?,Whole Clean Corpus,36.77040002480774,3.6046931743621826,79,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L350
351,Should the Death Penalty Be Legal?,Whole Clean Corpus,45.77604806575772,3.823760986328125,112,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L351
352,Should the Death Penalty Be Legal?,Whole Clean Corpus,50.006560043540325,3.912154197692871,118,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L352
353,Should the Death Penalty Be Legal?,Whole Clean Corpus,34.219288241709656,3.532789468765259,154,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L353
354,Should the Death Penalty Be Legal?,Whole Clean Corpus,24.958259492250153,3.2172048091888428,89,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L354
355,Should the Death Penalty Be Legal?,Whole Clean Corpus,45.39527348688628,3.8154079914093018,89,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L355
356,Should the Death Penalty Be Legal?,Whole Clean Corpus,36.59705300309578,3.5999677181243896,82,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L356
357,Should the Death Penalty Be Legal?,Whole Clean Corpus,62.85386300333344,4.140812397003174,60,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L357
358,Should the Death Penalty Be Legal?,Whole Clean Corpus,37.652464807077415,3.6283984184265137,94,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L358
359,Should the Death Penalty Be Legal?,Whole Clean Corpus,49.61000105914355,3.9041924476623535,47,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L359
360,Should the Death Penalty Be Legal?,Whole Clean Corpus,54.05057267508163,3.989920139312744,40,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L360
361,Should the Death Penalty Be Legal?,Whole Clean Corpus,33.045951265518745,3.497899055480957,19,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L361
362,Should the Death Penalty Be Legal?,Whole Clean Corpus,17.806440757568815,2.8795602321624756,54,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L362
363,Should the Death Penalty Be Legal?,Whole Clean Corpus,54.0348274694358,3.989628791809082,47,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L363
364,Should the Death Penalty Be Legal?,Whole Clean Corpus,43.06069680118857,3.762610673904419,124,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L364
365,Should the Death Penalty Be Legal?,Whole Clean Corpus,72.3502520012576,4.281518936157227,27,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L365
366,Should the Death Penalty Be Legal?,Whole Clean Corpus,79.61750510769505,4.377233982086182,59,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L366
367,Should the Death Penalty Be Legal?,Whole Clean Corpus,20.37059997771845,3.0140926837921143,21,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L367
368,Should the Death Penalty Be Legal?,Whole Clean Corpus,44.77331779992525,3.801612377166748,177,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L368
369,Should the Death Penalty Be Legal?,Whole Clean Corpus,42.912816414028626,3.7591705322265625,129,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L369
370,Should the Death Penalty Be Legal?,Whole Clean Corpus,45.6129152928515,3.820190906524658,129,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L370
371,Should the Death Penalty Be Legal?,Whole Clean Corpus,99.00728032606534,4.595193386077881,62,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L371
372,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,33.327231846758096,3.5063748359680176,207,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L372
373,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,33.80055744882892,3.520477294921875,297,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L373
374,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,23.64473094129727,3.163140296936035,364,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L374
375,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,42.27287518530846,3.744145631790161,254,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L375
376,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,42.59227859334548,3.7516729831695557,234,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L376
377,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,41.1539031040258,3.7173187732696533,223,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L377
378,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,42.11952531546153,3.740511417388916,172,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L378
379,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,31.822106114479404,3.4601612091064453,232,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L379
380,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,32.02482835216101,3.4665114879608154,319,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L380
381,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,19.122041315127515,2.9508416652679443,240,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L381
382,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,25.83293771729082,3.251650333404541,211,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L382
383,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,15.157419131694827,2.7184901237487793,262,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L383
384,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,30.86408117487434,3.429593086242676,256,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L384
385,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,20.692302914225657,3.029761791229248,222,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L385
386,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,19.987111155686836,2.9950876235961914,213,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L386
387,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,27.273560140271545,3.305917739868164,284,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L387
388,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,30.62405561877354,3.421785831451416,29,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L388
389,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,18.575128371954506,2.921823501586914,68,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L389
390,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,28.74175639966864,3.358350992202759,43,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L390
391,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,36.9857168467392,3.610531806945801,43,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L391
392,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,62.20761553075947,4.130477428436279,46,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L392
393,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,47.44287690140419,3.8595263957977295,106,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L393
394,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,16.417940221127868,2.798374652862549,49,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L394
395,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,25.27659585141813,3.2298789024353027,49,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L395
396,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,47.2843322686258,3.8561789989471436,77,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L396
397,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,48.42432452027345,3.88000226020813,56,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L397
398,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,42.52253173245731,3.7500340938568115,59,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L398
399,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,49.388969317605245,3.8997271060943604,77,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L399
400,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,40.2412618459582,3.6948928833007812,64,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L400
401,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,28.247160169083205,3.3409929275512695,75,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L401
402,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,27.80385193979513,3.325174570083618,110,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L402
403,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,46.5009402245803,3.839472532272339,78,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L403
404,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,17.80381305735068,2.8794126510620117,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L404
405,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,58.04894009147214,4.061286449432373,79,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L405
406,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,18.766128437029284,2.932053565979004,73,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L406
407,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,37.62210770075078,3.627591848373413,81,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L407
408,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,30.245806530006742,3.4093575477600098,117,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L408
409,Should the Drinking Age Be Lowered from 21 to a Younger Age?,Whole Clean Corpus,23.988793742307266,3.177586793899536,104,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L409
410,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,46.36687406607121,3.836585283279419,252,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L410
411,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,19.115491082536128,2.9504990577697754,303,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L411
412,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,15.274828884071827,2.7262063026428223,258,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L412
413,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,26.66839652834088,3.2834792137145996,263,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L413
414,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,26.30448949475315,3.2697396278381348,171,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L414
415,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,30.33948729562446,3.412450075149536,320,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L415
416,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,35.49878742908931,3.5694985389709473,347,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L416
417,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,53.936015851016826,3.9877984523773193,310,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L417
418,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,37.49235047158319,3.6241369247436523,230,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L418
419,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,22.38651474811194,3.1084587574005127,390,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L419
420,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,20.35740851672637,3.0134449005126953,322,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L420
421,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,28.11791580146495,3.336406946182251,214,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L421
422,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,20.031272239947853,2.9972946643829346,293,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L422
423,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,22.6263004965563,3.119112968444824,286,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L423
424,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,24.855918753471247,3.2130959033966064,58,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L424
425,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,38.83576396356044,3.65934157371521,72,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L425
426,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,38.38756004458339,3.647733449935913,126,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L426
427,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,30.403897529779762,3.4145708084106445,114,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L427
428,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,26.632515699735475,3.282132863998413,150,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L428
429,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,9.501200069260848,2.251418113708496,58,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L429
430,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,17.710976851472065,2.8741846084594727,39,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L430
431,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,39.198518182922086,3.6686389446258545,48,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L431
432,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,66.29687875295183,4.194142818450928,48,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L432
433,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,16.426616694796994,2.798902988433838,66,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L433
434,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,15.940137715750277,2.7688403129577637,60,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L434
435,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,31.10605475216929,3.4374024868011475,117,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L435
436,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,25.138163985302324,3.2243871688842773,140,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L436
437,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,24.595183956423735,3.2025506496429443,134,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L437
438,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,26.46504445918877,3.275824785232544,78,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L438
439,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,18.45204490877384,2.915175199508667,139,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L439
440,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,35.22124045058073,3.5616493225097656,88,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L440
441,Should the United States Continue Its Use of Drone Strikes Abroad?,Whole Clean Corpus,46.60080532558065,3.8416178226470947,176,/m/home/home6/63/viljanj7/data/Desktop/dibaru/dibaru/data/procon_corpus.jsonl,procon_corpus.jsonl#L441
